match_id,match,teamInnings,battingPos,batsmanName,out/not_out,runs,balls,4s,6s,SR
T201051,KKR Vs Punjab Kings,Punjab Kings,2.00,MayankAgarwal,out,40.00,27.00,3.00,3.00,148.14
T201051,KKR Vs Punjab Kings,Punjab Kings,3.00,NicholasPooran,out,12.00,7.00,0.00,1.00,171.42
T201051,KKR Vs Punjab Kings,Punjab Kings,4.00,AidenMarkram,out,18.00,16.00,0.00,1.00,112.50
T201051,KKR Vs Punjab Kings,Punjab Kings,5.00,DeepakHooda,out,3.00,4.00,0.00,0.00,75.00
T201051,KKR Vs Punjab Kings,Punjab Kings,6.00,MShahrukhKhan,not_out,22.00,9.00,1.00,2.00,244.44
T201051,KKR Vs Punjab Kings,Punjab Kings,7.00,FabianAllen,not_out,0.00,0.00,0.00,0.00,-
T203061,Sunrisers Vs Super Kings,Sunrisers,1.00,JasonRoy,out,2.00,7.00,0.00,0.00,28.57
T203061,Sunrisers Vs Super Kings,Sunrisers,2.00,WriddhimanSaha,out,44.00,46.00,1.00,2.00,95.65
T203061,Sunrisers Vs Super Kings,Sunrisers,3.00,KaneWilliamson,out,11.00,11.00,2.00,0.00,100.00
T203061,Sunrisers Vs Super Kings,Sunrisers,4.00,PriyamGarg,out,7.00,10.00,0.00,0.00,70.00
T203061,Sunrisers Vs Super Kings,Sunrisers,5.00,AbhishekSharma,out,18.00,13.00,1.00,1.00,138.46
T203061,Sunrisers Vs Super Kings,Sunrisers,6.00,AbdulSamad,out,18.00,14.00,1.00,1.00,128.57
T203061,Sunrisers Vs Super Kings,Sunrisers,7.00,JasonHolder,out,5.00,5.00,0.00,0.00,100.00
T203061,Sunrisers Vs Super Kings,Sunrisers,8.00,RashidKhan,not_out,17.00,13.00,2.00,0.00,130.76
T203061,Sunrisers Vs Super Kings,Sunrisers,9.00,BhuvneshwarKumar,not_out,2.00,2.00,0.00,0.00,100.00
T203061,Sunrisers Vs Super Kings,Super Kings,1.00,RuturajGaikwad,out,45.00,38.00,4.00,2.00,118.42
T203061,Sunrisers Vs Super Kings,Super Kings,2.00,FafduPlessis,out,41.00,36.00,3.00,2.00,113.88
T203061,Sunrisers Vs Super Kings,Super Kings,3.00,MoeenAli,out,17.00,17.00,2.00,0.00,100.00
T203061,Sunrisers Vs Super Kings,Super Kings,4.00,SureshRaina,out,2.00,3.00,0.00,0.00,66.66
T203061,Sunrisers Vs Super Kings,Super Kings,5.00,AmbatiRayudu,not_out,17.00,13.00,1.00,1.00,130.76
T203061,Sunrisers Vs Super Kings,Super Kings,6.00,MSDhoni,not_out,14.00,11.00,1.00,1.00,127.27
T204742,Royals Vs RCB,Royals,1.00,EvinLewis,out,58.00,37.00,5.00,3.00,156.75
T204742,Royals Vs RCB,Royals,2.00,YashasviJaiswal,out,31.00,22.00,3.00,2.00,140.90
T204742,Royals Vs RCB,Royals,3.00,SanjuSamson,out,19.00,15.00,0.00,2.00,126.66
T204742,Royals Vs RCB,Royals,4.00,MahipalLomror,out,3.00,4.00,0.00,0.00,75.00
T204742,Royals Vs RCB,Royals,5.00,LiamLivingstone,out,6.00,9.00,0.00,0.00,66.66
T204742,Royals Vs RCB,Royals,6.00,RahulTewatia,out,2.00,3.00,0.00,0.00,66.66
T204742,Royals Vs RCB,Royals,7.00,RiyanParag,out,9.00,16.00,0.00,0.00,56.25
T204742,Royals Vs RCB,Royals,8.00,ChrisMorris,out,14.00,11.00,2.00,0.00,127.27
T204742,Royals Vs RCB,Royals,9.00,ChetanSakariya,out,2.00,2.00,0.00,0.00,100.00
T204742,Royals Vs RCB,Royals,10.00,KartikTyagi,not_out,1.00,1.00,0.00,0.00,100.00
T204742,Royals Vs RCB,RCB,1.00,ViratKohli,out,25.00,20.00,4.00,0.00,125.00
T204742,Royals Vs RCB,RCB,2.00,DevduttPadikkal,out,22.00,17.00,4.00,0.00,129.41
T204742,Royals Vs RCB,RCB,3.00,SrikarBharat,out,44.00,35.00,3.00,1.00,125.71
T204742,Royals Vs RCB,RCB,4.00,GlennMaxwell,not_out,50.00,30.00,6.00,1.00,166.66
T204742,Royals Vs RCB,RCB,5.00,ABdeVilliers,not_out,4.00,1.00,1.00,0.00,400.00
T208262,Punjab Kings Vs Mumbai,Punjab Kings,1.00,KLRahul,out,21.00,22.00,2.00,0.00,95.45
T208262,Punjab Kings Vs Mumbai,Punjab Kings,2.00,MandeepSingh,out,15.00,14.00,2.00,0.00,107.14
T208262,Punjab Kings Vs Mumbai,Punjab Kings,3.00,ChrisGayle,out,1.00,4.00,0.00,0.00,25.00
T208262,Punjab Kings Vs Mumbai,Punjab Kings,4.00,AidenMarkram,out,42.00,29.00,6.00,0.00,144.82
T208262,Punjab Kings Vs Mumbai,Punjab Kings,5.00,NicholasPooran,out,2.00,3.00,0.00,0.00,66.66
T208262,Punjab Kings Vs Mumbai,Punjab Kings,6.00,DeepakHooda,out,28.00,26.00,1.00,1.00,107.69
T208262,Punjab Kings Vs Mumbai,Punjab Kings,7.00,HarpreetBrar,not_out,14.00,19.00,0.00,0.00,73.68
T208262,Punjab Kings Vs Mumbai,Punjab Kings,8.00,NathanEllis,not_out,6.00,4.00,0.00,0.00,150.00
T208262,Punjab Kings Vs Mumbai,Mumbai,1.00,RohitSharma,out,8.00,10.00,1.00,0.00,80.00
T208262,Punjab Kings Vs Mumbai,Mumbai,2.00,QuintondeKock,out,27.00,29.00,2.00,0.00,93.10
T208262,Punjab Kings Vs Mumbai,Mumbai,3.00,SuryakumarYadav,out,0.00,1.00,0.00,0.00,0.00
T208262,Punjab Kings Vs Mumbai,Mumbai,4.00,SaurabhTiwary,out,45.00,37.00,3.00,2.00,121.62
T208262,Punjab Kings Vs Mumbai,Mumbai,5.00,HardikPandya,not_out,40.00,30.00,4.00,2.00,133.33
T208262,Punjab Kings Vs Mumbai,Mumbai,6.00,KieronPollard,not_out,15.00,7.00,1.00,1.00,214.28
T206700,Capitals Vs KKR,Capitals,1.00,StevenSmith,out,39.00,34.00,4.00,0.00,114.70
T206700,Capitals Vs KKR,Capitals,2.00,ShikharDhawan,out,24.00,20.00,5.00,0.00,120.00
T206700,Capitals Vs KKR,Capitals,3.00,ShreyasIyer,out,1.00,5.00,0.00,0.00,20.00
T206700,Capitals Vs KKR,Capitals,4.00,RishabhPant,out,39.00,36.00,3.00,0.00,108.33
T206700,Capitals Vs KKR,Capitals,5.00,ShimronHetmyer,out,4.00,5.00,0.00,0.00,80.00
T206700,Capitals Vs KKR,Capitals,6.00,LalitYadav,out,0.00,3.00,0.00,0.00,0.00
T206700,Capitals Vs KKR,Capitals,7.00,AxarPatel,out,0.00,5.00,0.00,0.00,0.00
T206700,Capitals Vs KKR,Capitals,8.00,RavichandranAshwin,out,9.00,8.00,1.00,0.00,112.50
T206700,Capitals Vs KKR,Capitals,9.00,KagisoRabada,not_out,0.00,1.00,0.00,0.00,0.00
T206700,Capitals Vs KKR,Capitals,10.00,AveshKhan,out,5.00,3.00,1.00,0.00,166.66
T206700,Capitals Vs KKR,KKR,1.00,ShubmanGill,out,30.00,33.00,1.00,2.00,90.90
T206700,Capitals Vs KKR,KKR,2.00,VenkateshIyer,out,14.00,15.00,2.00,0.00,93.33
T206700,Capitals Vs KKR,KKR,3.00,RahulTripathi,out,9.00,5.00,0.00,1.00,180.00
T206700,Capitals Vs KKR,KKR,4.00,NitishRana,not_out,36.00,27.00,2.00,2.00,133.33
T206700,Capitals Vs KKR,KKR,5.00,EoinMorgan,out,0.00,2.00,0.00,0.00,0.00
T206700,Capitals Vs KKR,KKR,6.00,DineshKarthik,out,12.00,14.00,2.00,0.00,85.71
T206700,Capitals Vs KKR,KKR,7.00,SunilNarine,out,21.00,10.00,1.00,2.00,210.00
T206700,Capitals Vs KKR,KKR,8.00,TimSouthee,out,3.00,5.00,0.00,0.00,60.00
T206700,Capitals Vs KKR,KKR,9.00,LockieFerguson,not_out,0.00,0.00,0.00,0.00,-
T206862,Royals Vs Sunrisers,Royals,1.00,EvinLewis,out,6.00,4.00,1.00,0.00,150.00
T206862,Royals Vs Sunrisers,Royals,2.00,YashasviJaiswal,out,36.00,23.00,5.00,1.00,156.52
T206862,Royals Vs Sunrisers,Royals,3.00,SanjuSamson,out,82.00,57.00,7.00,3.00,143.85
T206862,Royals Vs Sunrisers,Royals,4.00,LiamLivingstone,out,4.00,6.00,0.00,0.00,66.66
T206862,Royals Vs Sunrisers,Royals,5.00,MahipalLomror,not_out,29.00,28.00,1.00,1.00,103.57
T206862,Royals Vs Sunrisers,Royals,6.00,RiyanParag,out,0.00,1.00,0.00,0.00,0.00
T206862,Royals Vs Sunrisers,Royals,7.00,RahulTewatia,not_out,0.00,1.00,0.00,0.00,0.00
T206862,Royals Vs Sunrisers,Sunrisers,1.00,JasonRoy,out,60.00,42.00,8.00,1.00,142.85
T206862,Royals Vs Sunrisers,Sunrisers,2.00,WriddhimanSaha,out,18.00,11.00,2.00,1.00,163.63
T206862,Royals Vs Sunrisers,Sunrisers,3.00,KaneWilliamson,not_out,51.00,41.00,5.00,1.00,124.39
T206862,Royals Vs Sunrisers,Sunrisers,4.00,PriyamGarg,out,0.00,1.00,0.00,0.00,0.00
T206862,Royals Vs Sunrisers,Sunrisers,5.00,AbhishekSharma,not_out,21.00,16.00,1.00,1.00,131.25
T203043,RCB Vs Mumbai,RCB,1.00,ViratKohli,out,51.00,42.00,3.00,3.00,121.42
T203043,RCB Vs Mumbai,RCB,2.00,DevduttPadikkal,out,0.00,4.00,0.00,0.00,0.00
T203043,RCB Vs Mumbai,RCB,3.00,SrikarBharat,out,32.00,24.00,2.00,2.00,133.33
T203043,RCB Vs Mumbai,RCB,4.00,GlennMaxwell,out,56.00,37.00,6.00,3.00,151.35
T203043,RCB Vs Mumbai,RCB,5.00,ABdeVilliers,out,11.00,6.00,1.00,1.00,183.33
T203043,RCB Vs Mumbai,RCB,6.00,DanChristian,not_out,1.00,3.00,0.00,0.00,33.33
T203043,RCB Vs Mumbai,RCB,7.00,ShahbazAhmed,out,1.00,3.00,0.00,0.00,33.33
T203043,RCB Vs Mumbai,RCB,8.00,KyleJamieson,not_out,2.00,2.00,0.00,0.00,100.00
T203043,RCB Vs Mumbai,Mumbai,1.00,RohitSharma,out,43.00,28.00,5.00,1.00,153.57
T203043,RCB Vs Mumbai,Mumbai,2.00,QuintondeKock,out,24.00,23.00,4.00,0.00,104.34
T203043,RCB Vs Mumbai,Mumbai,3.00,IshanKishan,out,9.00,12.00,1.00,0.00,75.00
T203043,RCB Vs Mumbai,Mumbai,4.00,SuryakumarYadav,out,8.00,9.00,0.00,0.00,88.88
T203043,RCB Vs Mumbai,Mumbai,5.00,KrunalPandya,out,5.00,11.00,0.00,0.00,45.45
T203043,RCB Vs Mumbai,Mumbai,6.00,KieronPollard,out,7.00,10.00,0.00,0.00,70.00
T203043,RCB Vs Mumbai,Mumbai,7.00,HardikPandya,out,3.00,6.00,0.00,0.00,50.00
T203043,RCB Vs Mumbai,Mumbai,8.00,AdamMilne,out,0.00,1.00,0.00,0.00,0.00
