match_id,match,bowlingTeam,bowlerName,overs,maiden,runs,wickets,economy,0s,4s,6s,wides,noBalls
T207273,Mumbai Vs Capitals,Capitals,MarcusStoinis,3.00,0.00,20.00,1.00,6.66,6.00,2.00,0.00,0.00,0.00
T207273,Mumbai Vs Capitals,Capitals,RavichandranAshwin,4.00,0.00,31.00,0.00,7.75,12.00,2.00,2.00,0.00,0.00
T207273,Mumbai Vs Capitals,Capitals,KagisoRabada,3.00,0.00,25.00,1.00,8.33,7.00,2.00,1.00,0.00,0.00
T207273,Mumbai Vs Capitals,Capitals,AmitMishra,4.00,0.00,24.00,4.00,6.00,11.00,3.00,0.00,0.00,0.00
T207273,Mumbai Vs Capitals,Capitals,AveshKhan,2.00,0.00,15.00,2.00,7.50,5.00,1.00,1.00,0.00,0.00
T207273,Mumbai Vs Capitals,Capitals,LalitYadav,4.00,0.00,17.00,1.00,4.25,7.00,0.00,0.00,0.00,0.00
T207273,Mumbai Vs Capitals,Mumbai,TrentBoult,4.00,0.00,23.00,0.00,5.75,13.00,4.00,0.00,0.00,0.00
T207273,Mumbai Vs Capitals,Mumbai,JayantYadav,4.00,0.00,25.00,1.00,6.25,10.00,3.00,0.00,0.00,0.00
T207273,Mumbai Vs Capitals,Mumbai,JaspritBumrah,4.00,0.00,32.00,1.00,8.00,7.00,2.00,0.00,2.00,2.00
T207273,Mumbai Vs Capitals,Mumbai,KrunalPandya,2.00,0.00,17.00,0.00,8.50,2.00,2.00,0.00,0.00,0.00
T207273,Mumbai Vs Capitals,Mumbai,RahulChahar,4.00,0.00,29.00,1.00,7.25,9.00,2.00,1.00,1.00,0.00
T207273,Mumbai Vs Capitals,Mumbai,KieronPollard,1.10,0.00,9.00,1.00,7.71,3.00,1.00,0.00,0.00,1.00
T209089,Super Kings Vs Royals,Royals,JaydevUnadkat,4.00,0.00,40.00,0.00,10.00,7.00,6.00,1.00,0.00,0.00
T209089,Super Kings Vs Royals,Royals,ChetanSakariya,4.00,0.00,36.00,3.00,9.00,9.00,1.00,2.00,3.00,0.00
T209089,Super Kings Vs Royals,Royals,MustafizurRahman,4.00,0.00,37.00,1.00,9.25,9.00,1.00,2.00,2.00,1.00
T209089,Super Kings Vs Royals,Royals,ChrisMorris,4.00,0.00,33.00,2.00,8.25,11.00,4.00,1.00,2.00,0.00
T209089,Super Kings Vs Royals,Royals,RahulTewatia,3.00,0.00,21.00,1.00,7.00,8.00,0.00,2.00,0.00,0.00
T209089,Super Kings Vs Royals,Royals,RiyanParag,1.00,0.00,16.00,0.00,16.00,2.00,0.00,2.00,1.00,0.00
T209089,Super Kings Vs Royals,Super Kings,DeepakChahar,3.00,0.00,32.00,0.00,10.66,7.00,4.00,1.00,1.00,0.00
T209089,Super Kings Vs Royals,Super Kings,SamCurran,4.00,0.00,24.00,2.00,6.00,14.00,1.00,2.00,0.00,0.00
T209089,Super Kings Vs Royals,Super Kings,ShardulThakur,3.00,0.00,20.00,1.00,6.66,9.00,3.00,0.00,2.00,0.00
T209089,Super Kings Vs Royals,Super Kings,RavindraJadeja,4.00,0.00,28.00,2.00,7.00,9.00,2.00,1.00,0.00,1.00
T209089,Super Kings Vs Royals,Super Kings,DwayneBravo,3.00,0.00,28.00,1.00,9.33,8.00,0.00,2.00,5.00,0.00
T209089,Super Kings Vs Royals,Super Kings,MoeenAli,3.00,0.00,7.00,3.00,2.33,11.00,0.00,0.00,0.00,0.00
T209593,Punjab Kings Vs Capitals,Capitals,ChrisWoakes,4.00,0.00,42.00,1.00,10.50,9.00,5.00,2.00,0.00,1.00
T209593,Punjab Kings Vs Capitals,Capitals,LukmanMeriwala,3.00,0.00,32.00,1.00,10.66,6.00,4.00,1.00,0.00,1.00
T209593,Punjab Kings Vs Capitals,Capitals,RavichandranAshwin,4.00,0.00,28.00,0.00,7.00,7.00,2.00,1.00,0.00,0.00
T209593,Punjab Kings Vs Capitals,Capitals,KagisoRabada,4.00,0.00,43.00,1.00,10.75,8.00,2.00,4.00,0.00,0.00
T209593,Punjab Kings Vs Capitals,Capitals,LalitYadav,1.00,0.00,11.00,0.00,11.00,1.00,2.00,0.00,0.00,0.00
T209593,Punjab Kings Vs Capitals,Capitals,AveshKhan,4.00,0.00,33.00,1.00,8.25,9.00,2.00,2.00,0.00,0.00
T209593,Punjab Kings Vs Capitals,Punjab Kings,ArshdeepSingh,3.00,0.00,22.00,1.00,7.33,3.00,1.00,0.00,0.00,0.00
T209593,Punjab Kings Vs Capitals,Punjab Kings,MohammedShami,4.00,0.00,53.00,0.00,13.25,8.00,6.00,3.00,0.00,2.00
T209593,Punjab Kings Vs Capitals,Punjab Kings,JalajSaxena,3.00,0.00,27.00,0.00,9.00,5.00,4.00,0.00,0.00,0.00
T209593,Punjab Kings Vs Capitals,Punjab Kings,JhyeRichardson,4.00,0.00,41.00,2.00,10.25,8.00,2.00,3.00,1.00,0.00
T209593,Punjab Kings Vs Capitals,Punjab Kings,DeepakHooda,2.00,0.00,18.00,0.00,9.00,1.00,2.00,0.00,0.00,0.00
T209593,Punjab Kings Vs Capitals,Punjab Kings,RileyMeredith,2.20,0.00,35.00,1.00,15.00,4.00,6.00,0.00,1.00,1.00
T202791,RCB Vs KKR,KKR,HarbhajanSingh,4.00,0.00,38.00,0.00,9.50,10.00,4.00,2.00,1.00,1.00
T202791,RCB Vs KKR,KKR,VarunChakravarthy,4.00,0.00,39.00,2.00,9.75,6.00,3.00,2.00,0.00,1.00
T202791,RCB Vs KKR,KKR,ShakibAlHasan,2.00,0.00,24.00,0.00,12.00,2.00,3.00,1.00,0.00,0.00
T202791,RCB Vs KKR,KKR,PatCummins,4.00,0.00,34.00,1.00,8.50,6.00,3.00,0.00,2.00,0.00
T202791,RCB Vs KKR,KKR,PrasidhKrishna,4.00,0.00,31.00,1.00,7.75,10.00,4.00,0.00,0.00,1.00
T202791,RCB Vs KKR,KKR,AndreRussell,2.00,0.00,38.00,0.00,19.00,3.00,5.00,2.00,2.00,0.00
T202791,RCB Vs KKR,RCB,MohammedSiraj,3.00,0.00,17.00,0.00,5.66,11.00,3.00,0.00,1.00,0.00
T202791,RCB Vs KKR,RCB,KyleJamieson,3.00,0.00,41.00,3.00,13.66,7.00,3.00,4.00,1.00,0.00
T202791,RCB Vs KKR,RCB,YuzvendraChahal,4.00,0.00,34.00,2.00,8.50,10.00,5.00,1.00,0.00,0.00
T202791,RCB Vs KKR,RCB,WashingtonSundar,4.00,0.00,33.00,1.00,8.25,7.00,3.00,1.00,1.00,0.00
T202791,RCB Vs KKR,RCB,GlennMaxwell,2.00,0.00,24.00,0.00,12.00,3.00,0.00,3.00,0.00,0.00
T202791,RCB Vs KKR,RCB,HarshalPatel,4.00,0.00,17.00,2.00,4.25,7.00,0.00,0.00,0.00,0.00
T201372,Mumbai Vs Sunrisers,Sunrisers,BhuvneshwarKumar,4.00,0.00,45.00,0.00,11.25,6.00,3.00,3.00,0.00,0.00
T201372,Mumbai Vs Sunrisers,Sunrisers,KhaleelAhmed,4.00,0.00,24.00,1.00,6.00,12.00,3.00,0.00,1.00,1.00
T201372,Mumbai Vs Sunrisers,Sunrisers,MujeebUrRahman,4.00,0.00,29.00,2.00,7.25,10.00,1.00,2.00,2.00,0.00
T201372,Mumbai Vs Sunrisers,Sunrisers,AbhishekSharma,1.00,0.00,5.00,0.00,5.00,2.00,0.00,0.00,0.00,0.00
T201372,Mumbai Vs Sunrisers,Sunrisers,VijayShankar,3.00,0.00,19.00,2.00,6.33,8.00,1.00,1.00,0.00,0.00
T201372,Mumbai Vs Sunrisers,Sunrisers,RashidKhan,4.00,0.00,22.00,0.00,5.50,11.00,2.00,0.00,1.00,0.00
T201372,Mumbai Vs Sunrisers,Mumbai,TrentBoult,3.40,0.00,28.00,3.00,7.63,12.00,4.00,1.00,0.00,0.00
T201372,Mumbai Vs Sunrisers,Mumbai,JaspritBumrah,4.00,0.00,14.00,1.00,3.50,12.00,0.00,0.00,0.00,0.00
T201372,Mumbai Vs Sunrisers,Mumbai,AdamMilne,3.00,0.00,33.00,0.00,11.00,4.00,1.00,3.00,1.00,0.00
T201372,Mumbai Vs Sunrisers,Mumbai,KrunalPandya,3.00,0.00,30.00,1.00,10.00,8.00,1.00,3.00,0.00,0.00
T201372,Mumbai Vs Sunrisers,Mumbai,RahulChahar,4.00,0.00,19.00,3.00,4.75,13.00,0.00,1.00,1.00,0.00
T201372,Mumbai Vs Sunrisers,Mumbai,KieronPollard,2.00,0.00,10.00,0.00,5.00,5.00,1.00,0.00,0.00,0.00
T205292,Punjab Kings Vs Super Kings,Super Kings,DeepakChahar,4.00,1.00,13.00,4.00,3.25,18.00,2.00,0.00,1.00,0.00
T205292,Punjab Kings Vs Super Kings,Super Kings,SamCurran,3.00,0.00,12.00,1.00,4.00,12.00,1.00,0.00,1.00,0.00
T205292,Punjab Kings Vs Super Kings,Super Kings,ShardulThakur,4.00,0.00,35.00,0.00,8.75,8.00,5.00,0.00,1.00,0.00
T205292,Punjab Kings Vs Super Kings,Super Kings,RavindraJadeja,4.00,0.00,19.00,0.00,4.75,14.00,1.00,1.00,1.00,0.00
T205292,Punjab Kings Vs Super Kings,Super Kings,MoeenAli,3.00,0.00,17.00,1.00,5.66,6.00,0.00,1.00,0.00,0.00
T205292,Punjab Kings Vs Super Kings,Super Kings,DwayneBravo,2.00,0.00,10.00,1.00,5.00,6.00,1.00,0.00,0.00,0.00
T205292,Punjab Kings Vs Super Kings,Punjab Kings,MohammedShami,4.00,0.00,21.00,2.00,5.25,11.00,2.00,0.00,0.00,0.00
T205292,Punjab Kings Vs Super Kings,Punjab Kings,JhyeRichardson,3.00,0.00,21.00,0.00,7.00,11.00,2.00,1.00,0.00,0.00
T205292,Punjab Kings Vs Super Kings,Punjab Kings,ArshdeepSingh,2.00,0.00,7.00,1.00,3.50,8.00,1.00,0.00,0.00,0.00
T205292,Punjab Kings Vs Super Kings,Punjab Kings,RileyMeredith,3.40,0.00,21.00,0.00,5.72,14.00,4.00,0.00,1.00,0.00
T205292,Punjab Kings Vs Super Kings,Punjab Kings,MuruganAshwin,3.00,0.00,32.00,1.00,10.66,5.00,3.00,1.00,1.00,0.00
T203570,Capitals Vs Royals,Royals,ChetanSakariya,4.00,0.00,33.00,0.00,8.25,5.00,4.00,0.00,0.00,0.00
T203570,Capitals Vs Royals,Royals,JaydevUnadkat,4.00,0.00,15.00,3.00,3.75,15.00,2.00,0.00,0.00,0.00
T203570,Capitals Vs Royals,Royals,ChrisMorris,3.00,0.00,27.00,1.00,9.00,7.00,4.00,0.00,1.00,0.00
T203570,Capitals Vs Royals,Royals,MustafizurRahman,4.00,0.00,29.00,2.00,7.25,11.00,4.00,0.00,2.00,0.00
T203570,Capitals Vs Royals,Royals,RiyanParag,2.00,0.00,16.00,0.00,8.00,3.00,2.00,0.00,1.00,0.00
T203570,Capitals Vs Royals,Royals,RahulTewatia,3.00,0.00,27.00,0.00,9.00,6.00,4.00,0.00,0.00,0.00
T203570,Capitals Vs Royals,Capitals,ChrisWoakes,4.00,0.00,22.00,2.00,5.50,13.00,2.00,1.00,0.00,0.00
T203570,Capitals Vs Royals,Capitals,AveshKhan,4.00,0.00,32.00,3.00,8.00,11.00,3.00,2.00,0.00,0.00
T203570,Capitals Vs Royals,Capitals,KagisoRabada,4.00,0.00,30.00,2.00,7.50,12.00,2.00,2.00,0.00,0.00
T203570,Capitals Vs Royals,Capitals,RavichandranAshwin,3.00,0.00,14.00,0.00,4.66,5.00,0.00,0.00,0.00,0.00
T203570,Capitals Vs Royals,Capitals,TomCurran,3.40,0.00,35.00,0.00,9.54,6.00,2.00,2.00,1.00,0.00
T203570,Capitals Vs Royals,Capitals,MarcusStoinis,1.00,0.00,15.00,0.00,15.00,0.00,3.00,0.00,0.00,0.00
T202204,RCB Vs Sunrisers,Sunrisers,BhuvneshwarKumar,4.00,0.00,30.00,1.00,7.50,10.00,5.00,0.00,1.00,0.00
T202204,RCB Vs Sunrisers,Sunrisers,JasonHolder,4.00,0.00,30.00,3.00,7.50,13.00,2.00,1.00,4.00,0.00
T202204,RCB Vs Sunrisers,Sunrisers,ShahbazNadeem,4.00,0.00,36.00,1.00,9.00,9.00,2.00,3.00,0.00,0.00
T202204,RCB Vs Sunrisers,Sunrisers,TNatarajan,4.00,0.00,32.00,1.00,8.00,7.00,4.00,0.00,1.00,0.00
T202204,RCB Vs Sunrisers,Sunrisers,RashidKhan,4.00,0.00,18.00,2.00,4.50,10.00,1.00,0.00,1.00,0.00
T202204,RCB Vs Sunrisers,RCB,MohammedSiraj,4.00,1.00,25.00,2.00,6.25,14.00,2.00,1.00,1.00,0.00
T202204,RCB Vs Sunrisers,RCB,KyleJamieson,3.00,0.00,30.00,1.00,10.00,9.00,3.00,2.00,1.00,0.00
T202204,RCB Vs Sunrisers,RCB,WashingtonSundar,2.00,0.00,14.00,0.00,7.00,7.00,1.00,1.00,1.00,0.00
T202204,RCB Vs Sunrisers,RCB,YuzvendraChahal,4.00,0.00,29.00,0.00,7.25,9.00,3.00,0.00,1.00,0.00
T202204,RCB Vs Sunrisers,RCB,HarshalPatel,4.00,0.00,25.00,2.00,6.25,10.00,2.00,0.00,0.00,2.00
T202204,RCB Vs Sunrisers,RCB,DanChristian,1.00,0.00,7.00,0.00,7.00,1.00,0.00,0.00,0.00,0.00
T202204,RCB Vs Sunrisers,RCB,ShahbazAhmed,2.00,0.00,7.00,3.00,3.50,6.00,0.00,0.00,0.00,0.00
T209194,Mumbai Vs KKR,KKR,HarbhajanSingh,2.00,0.00,17.00,0.00,8.50,6.00,3.00,0.00,1.00,0.00
T209194,Mumbai Vs KKR,KKR,VarunChakravarthy,4.00,0.00,27.00,1.00,6.75,9.00,3.00,0.00,1.00,0.00
T209194,Mumbai Vs KKR,KKR,ShakibAlHasan,4.00,0.00,23.00,1.00,5.75,4.00,1.00,0.00,0.00,0.00
T209194,Mumbai Vs KKR,KKR,PatCummins,4.00,0.00,24.00,2.00,6.00,12.00,2.00,1.00,0.00,0.00
T209194,Mumbai Vs KKR,KKR,PrasidhKrishna,4.00,0.00,42.00,1.00,10.50,8.00,5.00,2.00,0.00,0.00
T209194,Mumbai Vs KKR,KKR,AndreRussell,2.00,0.00,15.00,5.00,7.50,6.00,2.00,0.00,1.00,0.00
T209194,Mumbai Vs KKR,Mumbai,TrentBoult,4.00,0.00,27.00,2.00,6.75,12.00,3.00,1.00,0.00,0.00
T209194,Mumbai Vs KKR,Mumbai,MarcoJansen,2.00,0.00,17.00,0.00,8.50,5.00,3.00,0.00,0.00,0.00
T209194,Mumbai Vs KKR,Mumbai,JaspritBumrah,4.00,0.00,28.00,0.00,7.00,9.00,4.00,0.00,0.00,1.00
T209194,Mumbai Vs KKR,Mumbai,KrunalPandya,4.00,0.00,13.00,1.00,3.25,13.00,0.00,0.00,1.00,0.00
T209194,Mumbai Vs KKR,Mumbai,KieronPollard,1.00,0.00,12.00,0.00,12.00,2.00,1.00,1.00,0.00,0.00
T209194,Mumbai Vs KKR,Mumbai,RahulChahar,4.00,0.00,27.00,4.00,6.75,11.00,2.00,1.00,0.00,0.00
T209194,Mumbai Vs KKR,Mumbai,RohitSharma,1.00,0.00,9.00,0.00,9.00,0.00,1.00,0.00,0.00,0.00
T207896,Punjab Kings Vs Royals,Royals,ChetanSakariya,4.00,0.00,31.00,3.00,7.75,13.00,6.00,0.00,0.00,1.00
T207896,Punjab Kings Vs Royals,Royals,MustafizurRahman,4.00,0.00,45.00,0.00,11.25,4.00,4.00,1.00,3.00,1.00
T207896,Punjab Kings Vs Royals,Royals,ChrisMorris,4.00,0.00,41.00,2.00,10.25,8.00,2.00,3.00,1.00,0.00
T207896,Punjab Kings Vs Royals,Royals,ShreyasGopal,3.00,0.00,40.00,0.00,13.33,3.00,3.00,3.00,0.00,0.00
T207896,Punjab Kings Vs Royals,Royals,BenStokes,1.00,0.00,12.00,0.00,12.00,2.00,1.00,1.00,0.00,0.00
T207896,Punjab Kings Vs Royals,Royals,RahulTewatia,2.00,0.00,25.00,0.00,12.50,2.00,1.00,2.00,0.00,0.00
T207896,Punjab Kings Vs Royals,Royals,RiyanParag,1.00,0.00,7.00,1.00,7.00,2.00,1.00,0.00,0.00,0.00
T207896,Punjab Kings Vs Royals,Royals,ShivamDube,1.00,0.00,20.00,0.00,20.00,1.00,0.00,3.00,0.00,0.00
T207896,Punjab Kings Vs Royals,Punjab Kings,MohammedShami,4.00,0.00,33.00,2.00,8.25,13.00,5.00,1.00,2.00,0.00
T207896,Punjab Kings Vs Royals,Punjab Kings,JhyeRichardson,4.00,0.00,55.00,1.00,13.75,5.00,5.00,3.00,2.00,0.00
T207896,Punjab Kings Vs Royals,Punjab Kings,ArshdeepSingh,4.00,0.00,35.00,3.00,8.75,9.00,5.00,1.00,0.00,0.00
T207896,Punjab Kings Vs Royals,Punjab Kings,RileyMeredith,4.00,0.00,49.00,1.00,12.25,6.00,5.00,3.00,0.00,0.00
T207896,Punjab Kings Vs Royals,Punjab Kings,MuruganAshwin,4.00,0.00,43.00,0.00,10.75,7.00,2.00,3.00,2.00,1.00
T209178,KKR Vs Sunrisers,Sunrisers,BhuvneshwarKumar,4.00,0.00,45.00,1.00,11.25,10.00,6.00,2.00,1.00,0.00
T209178,KKR Vs Sunrisers,Sunrisers,SandeepSharma,3.00,0.00,35.00,0.00,11.66,5.00,5.00,1.00,0.00,0.00
T209178,KKR Vs Sunrisers,Sunrisers,TNatarajan,4.00,0.00,37.00,1.00,9.25,7.00,3.00,2.00,1.00,0.00
T209178,KKR Vs Sunrisers,Sunrisers,MohammadNabi,4.00,0.00,32.00,2.00,8.00,9.00,2.00,2.00,0.00,0.00
T209178,KKR Vs Sunrisers,Sunrisers,RashidKhan,4.00,0.00,24.00,2.00,6.00,10.00,1.00,0.00,1.00,0.00
T209178,KKR Vs Sunrisers,Sunrisers,VijayShankar,1.00,0.00,14.00,0.00,14.00,0.00,1.00,1.00,0.00,0.00
T209178,KKR Vs Sunrisers,KKR,HarbhajanSingh,1.00,0.00,8.00,0.00,8.00,3.00,0.00,1.00,0.00,0.00
T209178,KKR Vs Sunrisers,KKR,PrasidhKrishna,4.00,0.00,35.00,2.00,8.75,11.00,4.00,0.00,4.00,0.00
T209178,KKR Vs Sunrisers,KKR,ShakibAlHasan,4.00,0.00,34.00,1.00,8.50,8.00,1.00,3.00,0.00,0.00
T209178,KKR Vs Sunrisers,KKR,PatCummins,4.00,0.00,30.00,1.00,7.50,9.00,1.00,2.00,0.00,0.00
T209178,KKR Vs Sunrisers,KKR,AndreRussell,3.00,0.00,32.00,1.00,10.66,5.00,2.00,2.00,1.00,0.00
T209178,KKR Vs Sunrisers,KKR,VarunChakravarthy,4.00,0.00,36.00,0.00,9.00,6.00,1.00,2.00,0.00,0.00
T206363,Super Kings Vs Capitals,Capitals,ChrisWoakes,3.00,0.00,18.00,2.00,6.00,11.00,3.00,0.00,0.00,0.00
T206363,Super Kings Vs Capitals,Capitals,AveshKhan,4.00,0.00,23.00,2.00,5.75,11.00,3.00,0.00,1.00,0.00
T206363,Super Kings Vs Capitals,Capitals,RavichandranAshwin,4.00,0.00,47.00,1.00,11.75,9.00,4.00,4.00,0.00,0.00
T206363,Super Kings Vs Capitals,Capitals,TomCurran,4.00,0.00,40.00,1.00,10.00,7.00,4.00,2.00,1.00,0.00
T206363,Super Kings Vs Capitals,Capitals,AmitMishra,3.00,0.00,27.00,0.00,9.00,4.00,0.00,2.00,0.00,0.00
T206363,Super Kings Vs Capitals,Capitals,MarcusStoinis,2.00,0.00,26.00,0.00,13.00,4.00,2.00,2.00,0.00,1.00
T206363,Super Kings Vs Capitals,Super Kings,DeepakChahar,4.00,0.00,36.00,0.00,9.00,8.00,5.00,1.00,0.00,0.00
T206363,Super Kings Vs Capitals,Super Kings,SamCurran,2.00,0.00,24.00,0.00,12.00,2.00,3.00,1.00,0.00,0.00
T206363,Super Kings Vs Capitals,Super Kings,ShardulThakur,3.40,0.00,53.00,2.00,14.45,6.00,11.00,0.00,2.00,0.00
T206363,Super Kings Vs Capitals,Super Kings,RavindraJadeja,2.00,0.00,16.00,0.00,8.00,2.00,0.00,1.00,0.00,0.00
T206363,Super Kings Vs Capitals,Super Kings,MoeenAli,3.00,0.00,33.00,0.00,11.00,2.00,2.00,2.00,0.00,1.00
T206363,Super Kings Vs Capitals,Super Kings,DwayneBravo,4.00,0.00,28.00,1.00,7.00,7.00,3.00,0.00,1.00,0.00
T203784,Mumbai Vs RCB,RCB,MohammedSiraj,4.00,0.00,22.00,0.00,5.50,12.00,2.00,0.00,1.00,0.00
T203784,Mumbai Vs RCB,RCB,KyleJamieson,4.00,0.00,27.00,1.00,6.75,13.00,3.00,1.00,0.00,1.00
T203784,Mumbai Vs RCB,RCB,YuzvendraChahal,4.00,0.00,41.00,0.00,10.25,8.00,3.00,3.00,0.00,0.00
T203784,Mumbai Vs RCB,RCB,ShahbazAhmed,1.00,0.00,14.00,0.00,14.00,0.00,1.00,1.00,0.00,0.00
T203784,Mumbai Vs RCB,RCB,HarshalPatel,4.00,0.00,27.00,5.00,6.75,12.00,2.00,1.00,0.00,1.00
T203784,Mumbai Vs RCB,RCB,DanChristian,2.00,0.00,21.00,0.00,10.50,3.00,3.00,0.00,1.00,0.00
T203784,Mumbai Vs RCB,RCB,WashingtonSundar,1.00,0.00,7.00,1.00,7.00,2.00,1.00,0.00,0.00,0.00
T203784,Mumbai Vs RCB,Mumbai,TrentBoult,4.00,0.00,36.00,1.00,9.00,12.00,4.00,1.00,2.00,0.00
T203784,Mumbai Vs RCB,Mumbai,JaspritBumrah,4.00,0.00,26.00,2.00,6.50,10.00,2.00,0.00,0.00,0.00
T203784,Mumbai Vs RCB,Mumbai,MarcoJansen,4.00,0.00,28.00,2.00,7.00,9.00,2.00,0.00,3.00,1.00
T203784,Mumbai Vs RCB,Mumbai,KrunalPandya,4.00,0.00,25.00,1.00,6.25,9.00,1.00,1.00,0.00,0.00
T203784,Mumbai Vs RCB,Mumbai,RahulChahar,4.00,0.00,43.00,0.00,10.75,4.00,3.00,2.00,0.00,0.00
T202715,Royals Vs Titans,Titans,MohammedShami,4.00,0.00,33.00,1.00,8.25,12.00,4.00,1.00,0.00,0.00
T202715,Royals Vs Titans,Titans,YashDayal,3.00,0.00,18.00,1.00,6.00,9.00,1.00,1.00,0.00,0.00
T202715,Royals Vs Titans,Titans,LockieFerguson,3.00,0.00,22.00,0.00,7.33,5.00,3.00,0.00,0.00,0.00
T202715,Royals Vs Titans,Titans,RashidKhan,4.00,0.00,18.00,1.00,4.50,9.00,1.00,0.00,0.00,0.00
T202715,Royals Vs Titans,Titans,HardikPandya,4.00,0.00,17.00,3.00,4.25,14.00,2.00,0.00,0.00,0.00
T202715,Royals Vs Titans,Titans,SaiKishore,2.00,0.00,20.00,2.00,10.00,3.00,0.00,2.00,0.00,0.00
T202715,Royals Vs Titans,Royals,TrentBoult,4.00,1.00,14.00,1.00,3.50,17.00,1.00,0.00,2.00,0.00
T202715,Royals Vs Titans,Royals,PrasidhKrishna,4.00,0.00,40.00,1.00,10.00,13.00,5.00,1.00,2.00,0.00
T202715,Royals Vs Titans,Royals,YuzvendraChahal,4.00,0.00,20.00,1.00,5.00,10.00,1.00,0.00,0.00,0.00
T202715,Royals Vs Titans,Royals,ObedMcCoy,3.10,0.00,26.00,0.00,8.21,5.00,2.00,1.00,0.00,0.00
T202715,Royals Vs Titans,Royals,RavichandranAshwin,3.00,0.00,32.00,0.00,10.66,2.00,1.00,2.00,0.00,0.00
T201109,RCB Vs Royals,Royals,TrentBoult,4.00,0.00,28.00,1.00,7.00,13.00,3.00,1.00,0.00,0.00
T201109,RCB Vs Royals,Royals,PrasidhKrishna,4.00,0.00,22.00,3.00,5.50,17.00,3.00,1.00,1.00,0.00
T201109,RCB Vs Royals,Royals,ObedMcCoy,4.00,0.00,23.00,3.00,5.75,10.00,2.00,0.00,1.00,0.00
T201109,RCB Vs Royals,Royals,RavichandranAshwin,4.00,0.00,31.00,1.00,7.75,5.00,0.00,2.00,1.00,0.00
T201109,RCB Vs Royals,Royals,YuzvendraChahal,4.00,0.00,45.00,0.00,11.25,2.00,1.00,3.00,4.00,0.00
T201109,RCB Vs Royals,RCB,MohammedSiraj,2.00,0.00,31.00,0.00,15.50,5.00,3.00,3.00,0.00,0.00
T201109,RCB Vs Royals,RCB,JoshHazlewood,4.00,0.00,23.00,2.00,5.75,12.00,3.00,0.00,0.00,0.00
T201109,RCB Vs Royals,RCB,GlennMaxwell,3.00,0.00,17.00,0.00,5.66,5.00,0.00,0.00,0.00,0.00
T201109,RCB Vs Royals,RCB,ShahbazAhmed,2.00,0.00,35.00,0.00,17.50,2.00,3.00,3.00,0.00,0.00
T201109,RCB Vs Royals,RCB,HarshalPatel,3.10,0.00,29.00,0.00,9.15,6.00,2.00,2.00,0.00,0.00
T201109,RCB Vs Royals,RCB,WaninduHasaranga,4.00,0.00,26.00,1.00,6.50,11.00,1.00,2.00,0.00,0.00
T207136,RCB Vs Super Giants,Super Giants,MohsinKhan,4.00,0.00,25.00,1.00,6.25,13.00,1.00,1.00,1.00,0.00
T207136,RCB Vs Super Giants,Super Giants,DushmanthaChameera,4.00,0.00,54.00,0.00,13.50,7.00,8.00,2.00,0.00,1.00
T207136,RCB Vs Super Giants,Super Giants,KrunalPandya,4.00,0.00,39.00,1.00,9.75,4.00,4.00,1.00,1.00,0.00
T207136,RCB Vs Super Giants,Super Giants,AveshKhan,4.00,0.00,44.00,1.00,11.00,10.00,6.00,1.00,2.00,0.00
T207136,RCB Vs Super Giants,Super Giants,RaviBishnoi,4.00,0.00,45.00,1.00,11.25,8.00,2.00,4.00,1.00,0.00
T207136,RCB Vs Super Giants,RCB,MohammedSiraj,4.00,0.00,41.00,1.00,10.25,10.00,1.00,4.00,2.00,0.00
T207136,RCB Vs Super Giants,RCB,JoshHazlewood,4.00,0.00,43.00,3.00,10.75,11.00,3.00,3.00,3.00,0.00
T207136,RCB Vs Super Giants,RCB,ShahbazAhmed,4.00,0.00,35.00,0.00,8.75,6.00,1.00,2.00,2.00,0.00
T207136,RCB Vs Super Giants,RCB,WaninduHasaranga,4.00,0.00,42.00,1.00,10.50,5.00,1.00,4.00,0.00,0.00
T207136,RCB Vs Super Giants,RCB,HarshalPatel,4.00,0.00,25.00,1.00,6.25,11.00,0.00,1.00,3.00,0.00
T203302,Royals Vs Titans,Titans,MohammedShami,4.00,0.00,43.00,1.00,10.75,11.00,6.00,1.00,2.00,0.00
T203302,Royals Vs Titans,Titans,YashDayal,4.00,0.00,46.00,1.00,11.50,11.00,5.00,2.00,2.00,1.00
T203302,Royals Vs Titans,Titans,AlzarriJoseph,2.00,0.00,27.00,0.00,13.50,4.00,3.00,2.00,0.00,0.00
T203302,Royals Vs Titans,Titans,RashidKhan,4.00,0.00,15.00,0.00,3.75,10.00,0.00,0.00,0.00,0.00
T203302,Royals Vs Titans,Titans,SaiKishore,4.00,0.00,43.00,1.00,10.75,4.00,4.00,2.00,1.00,0.00
T203302,Royals Vs Titans,Titans,HardikPandya,2.00,0.00,14.00,1.00,7.00,4.00,1.00,0.00,1.00,0.00
T203302,Royals Vs Titans,Royals,TrentBoult,4.00,0.00,38.00,1.00,9.50,8.00,6.00,0.00,0.00,0.00
T203302,Royals Vs Titans,Royals,PrasidhKrishna,3.30,0.00,40.00,0.00,11.42,10.00,3.00,3.00,1.00,0.00
T203302,Royals Vs Titans,Royals,RavichandranAshwin,4.00,0.00,40.00,0.00,10.00,5.00,4.00,1.00,3.00,0.00
T203302,Royals Vs Titans,Royals,YuzvendraChahal,4.00,0.00,32.00,0.00,8.00,5.00,1.00,2.00,0.00,0.00
